ad_id,at_least_one
843,0.23826065416490766
844,0.13210108025942457
845,0.12388029876000856
846,0.0829635385181359
847,0.3816940638858092
848,0.08546027332139797
849,0.031342429185350074
850,0.26496415564009146
851,0.03102196456670936
852,0.049384945158433086
853,0.07904223438178203
854,0.04981886949818087
855,0.06665209081789633
856,0.39040061626829753
857,0.2475019775350044
858,0.03359147380375889
859,0.009004703064775993
860,0.01008864373079267
861,0.007521532794729849
862,0.17079338285288329
863,0.016962683807403234
864,0.1575719073510153
865,0.04407322995438559
866,0.003312557941472394
867,0.13495651404194947
868,0.20498049632114568
869,0.11331390889164794
870,0.016419305954562452
871,0.026496508209246997
872,0.08516612149496626
873,0.07555369301224407
874,0.07171230379524815
875,0.07091023611088773
876,0.010375210552068456
877,0.2892279291107732
878,0.09067659605830436
879,0.04353650638735522
880,0.11621871498942142
881,0.07367657451154438
882,0.11246693213945656
883,0.22122884551634087
884,0.20861332502997904
885,0.17918421365676437
886,0.01471488685035105
887,0.11803883881381248
888,0.1768720363199649
889,0.06430833802500283
890,0.041369670528520044
891,0.022777659304033596
892,0.24388931567908462
893,0.0011570388243323237
894,0.37802431982488166
895,0.10625039104603429
896,0.11310602698242189
897,0.08293173027221956
898,0.05802966590352783
899,0.3563840789056163
900,0.09142346111764618
901,0.3370227296352176
902,0.3115749426590785
903,0.11022571546572024
904,0.17353999623570568
905,0.07154714537909507
906,-0.0011807881173380858
907,0.2394245080196833
908,0.11542792823274306
909,0.18745570394376715
910,0.055051626145653496
911,0.2882721426900473
912,0.19199205714804193
913,0.08636471454189659
914,0.1446352478003351
915,0.23376987232547491
916,0.04448696533697681
917,0.39356021145892317
918,0.054118660364604734
919,0.05040560810994216
920,0.10856437402024371
921,0.06776637553797216
922,0.03721505354666742
923,0.031581252043571165
924,0.34768660570040366
925,0.3310058610156127
926,0.08822702091542851
927,0.04753124564608778
928,0.21235478860972662
929,0.33584501887240437
930,0.03373058235127667
931,0.020121896434983272
932,0.34908624020089674
933,0.17831690770901815
934,0.18024277201550418
935,0.012779967426719802
936,0.08267119624887678
937,0.08538425578144418
938,-0.006631680127407696
939,0.24886931602312642
940,0.1420217260939186
941,0.01765105629273575
942,0.026171973198811496
943,0.09042877072159121
944,0.19580432688688307
945,0.3366676322958472
946,0.2969738271439767
947,0.04811617389787988
948,0.17166584949044
949,0.03882325572518927
950,0.23962778007231605
951,0.10673890439021501
952,0.05435198478832104
953,0.25667307769802594
954,0.04340850580314133
955,0.03170324719763801
956,0.13340078450991713
957,0.0352079870020643
958,0.08177902200816939
959,0.07310795182121163
960,0.21132836667029475
961,0.018232592843653125
962,0.4369442343115352
963,0.017947505919208753
964,0.06298262844046913
965,0.05664652271609469
966,0.04493672499188857
967,0.24039745019049433
968,0.02020189989192421
969,-0.0021243071417753057
970,0.01657610674015947
971,0.1516833836068376
972,0.31318164103611723
973,0.06442810560079718
974,0.3167923579332324
975,0.06192322412638244
976,0.022020326311245147
977,0.11961674155153512
978,0.2393814955987662
979,0.1500209689674946
980,0.10394546700864098
981,0.14230881698280623
982,0.1879429097949481
983,0.07231189860366816
984,0.0262987162454979
985,0.028908816801887935
986,0.005027768483372483
987,0.22721609283906175
988,0.06817452573598737
989,0.28081635956828843
990,0.04803122070339569
991,0.0660459139817271
992,0.009133526997891883
993,0.018348303723001558
994,0.1270266603074409
995,0.026152510774854115
996,0.42962756001974356
997,0.27027855813743307
998,0.0017721487330839697
999,0.12438304682225113
1000,0.2674366569013181
1001,0.11790318837469421
1002,0.04574449496085321
1003,0.17064478532836552
1004,0.017443943169335535
1005,0.006284662223104198
1006,0.25449382182519725
1007,0.04817501760575851
